"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","1164.57110314475","1179.6187765737","1213.64074619753","1257.56893586029","1299.45095721977","1337.22560738603","1383.3917425506","1377.53777593909","1380.95805444704","1391.32849030071","1416.13833957217","1423.81674270472","1430.09338453968","1426.07162937006","1374.11279023056","1337.74614617846","1482.46199060813","1483.21597930381","1431.24306742968","1318.62641601406","1429.06995852874","1381.96434745617","1377.71792293585","1450.01005326189","1497.25156538721","1525.03837133606","1542.42624334647","1560.26923751386","1591.0361538051","1618.81379422188","1642.42360297833","1661.80345336301","1675.87565466299","1686.86182157362","1720.53188792876","1740.78476202789","1773.07984309717","1809.75607509991","1840.84617373439","1881.29249191124","1933.14672098313","1967.87949489265","1965.46578438501","1969.46955201477","1969.70239245554","2023.47920782539","2112.05440597194","2216.33150323249","2299.98945037547","2384.83699557743","2435.8482580706","2517.07991800241","2620.72625228326","2646.45149734418","2700.60057018732","2725.93576717454","2795.2454558935","2854.73437146895","2886.32800072454","2880.13333419093","3042.36185086445","3183.22280362697","3223.2270395649","3282.50895810922","3484.89755403786",
"Euro area","EMU","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","8673.57191685749","9059.06931129107","9457.26898952069","9885.36586470349","10052.2861312729","10230.9586245918","10673.3325518246","10984.9993505181","11272.0197646508","11650.5743356101","11861.4917422519","11872.2542939579","11933.0468450571","12017.028886516","12153.6308355566","12389.0946955496","12794.5849226383","13220.1107855689","13637.9498815927","14078.2278676151","14464.6942217072","14796.6619951065","15027.420375243","14851.7656335553","15043.9707190814","15275.0310356825","15556.9561925879","15833.8975168933","16313.825790769","16815.8222823142","17257.2068638411","17520.9748153453","17577.0975089025","17689.1600601166","17901.005321422","18161.8433521679","18445.310627283","18684.023057811","18640.7511290537","18362.5656869769","18478.6392062223","18543.5951342311","18315.5807610518","18167.1651830077","18292.7583775134","18582.1915192314","18902.9093714803","19206.8355890979","19436.1998763519","19663.6567894512","18115.0609734034","18904.736493572","19642.6971681293","19661.6306261668","",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","7371.66287164659","7654.84851298468","8199.16685168776","8741.5608874064","9087.52569986714","9151.62680709431","9562.52282004111","9606.57707388644","9600.18555037941","9639.60998340231","9760.05511813328","9594.0962992101","9540.49077720911","9531.04067221479","9472.6460109622","9653.89981302961","9952.61705251478","10517.7139540367","11008.8036475722","11588.0296319456","11982.6194790167","12297.1890739477","12503.0847479597","12201.7602001472","12275.5007034685","12430.863548735","12682.6221685895","12986.8556348774","13503.3758368108","14094.0468355186","14653.6436126107","15116.3020306277","15362.7880848907","15444.4189535897","15796.108680135","16173.4446285923","16536.0391158628","16783.752394501","16402.1572464755","15673.4343760579","15659.0616866156","15219.364570946","14704.7942541134","14331.9252913882","14619.0464917288","15062.4079629404","15456.1862170931","15884.9120518438","16081.3399007169","16139.2166780266","14088.6423378151","15057.0335211318","15652.7913033182","15744.4383011208","",
"Estonia","EST","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2920.71994121582","3009.94196575132","3219.67213028259","3587.98050334457","4110.12041628363","4298.95463501137","4302.77699631829","4583.38978117802","4933.15065350538","5443.77852515989","6010.10162416638","6538.0409543308","7215.27794507477","8192.39436139812","8923.70439596388","8542.2941617927","7365.11985622088","7288.20329103854","7534.83138571039","7892.04433600454","8213.14914390957","8532.005537763","8943.78777462418","9339.15162074714","9557.20021072983","9982.9747918618","10409.3085969365","10252.9336806877","11173.1230611234","11241.8684925496","10927.5027342912","",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357.055419585069","359.04636592755","383.79550547528","398.018634756682","425.979109187409","430.422919509089","455.083605804771","455.012671638993","503.376757912912","530.603031292866","561.668278423667","578.126563890489","603.729359943788","647.719641453335",
"European Union","EUU","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","7431.18415472997","7740.85558365382","8066.73493760075","8428.10539489197","8560.01296041644","8707.86557740289","9079.84158701067","9320.22100650083","9544.22464631294","9851.26772469406","10007.6343423014","10015.1636966082","10064.9453176682","10123.1542957241","10240.5972318274","10439.6460549652","10790.1775139715","11138.5844264582","11477.8154669851","11835.9821510761","12157.2006861958","12370.3354697625","12565.9904332175","12431.130635708","12613.1376602821","12821.6835601109","13097.9657168111","13341.2944945239","13757.4099129672","14189.8005788414","14590.9485498069","14849.5820962693","14976.5450212808","15130.2354134301","15386.2632742191","15665.6578175393","15973.2290816547","16267.7894791164","16316.9647015329","16090.896873426","16225.0126469339","16312.9250350819","16155.4206492754","16044.9723971372","16200.147660355","16510.5951136261","16840.1144289253","17188.8745343955","17473.7643078276","17716.5691946709","16459.6798429758","17250.9080682396","17910.6613555227","17912.2282536045","",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9076.92891639031","9222.96909928559","9932.11321411226","10458.5254297082","10585.8361070934","10864.7987268361","11036.4473256601","10941.0619302715","11163.9101291772","11783.6854773497","12042.6359942867","12167.0558412163","12720.6142865621","13038.0338041914","13396.2837730464","13884.6240450058","14410.5825940676","15044.4126365721","15834.2554005344","16514.2808628066","16392.9376950982","15810.6040567707","15064.0489791783","14591.8950554748","14907.0135086635","15581.8246606072","16116.0162078992","16630.2756982958","17386.4300535681","17926.2787550148","18265.0685928519","18712.4150355794","19133.6964702334","19875.8282260332","20561.6024988783","21141.9036386921","21886.5878321588","22556.8842793306","22893.9656710034","22119.0968116053","22677.8404851807","23226.3192214179","23205.0105400194","22977.7855079967","23021.7070482124","23314.7238838734","23812.5285963673","23936.3876079689","24313.8222655453","24465.0782711163","23510.9762114524","24222.7886851451","24602.319976957","24582.3413534802","",
"Fiji","FJI","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","6044.95527321007","6320.3823917959","6710.57593530547","7110.6728769042","7418.39971477574","7630.23277741995","7915.53245438963","8230.05604093195","8512.52616027943","8984.56347046185","9310.96989934019","9739.01575768826","10142.0498502738","10626.9095817963","10848.1347127479","11007.492352929","11558.4948747569","11798.8004839713","12201.5485251196","12558.8529510996","12640.7584000436","12814.2402424083","13183.7112288333","13221.5705853906","13242.5904956887","13422.3432990847","13842.5356186045","14218.7214253006","14606.2586029685","14981.3228700155","15286.9488703819","15309.7577767051","15405.0071900678","15329.225298897","15527.7469195636","15737.748378558","15989.0033786752","16017.7835391372","16594.5985774524","17081.0891411426","17586.1564926032","17898.1258982699","18138.4615112054","18278.4618271723","18499.0623985812","18804.4094651684","19074.1674822618","19456.6055248454","19449.3619196352","19408.75537888","19677.0921366321","19703.3009429356","19525.2530511959","19523.5646203023","19590.3462213109","19809.5291077416","20108.9835521035","20347.1938221582","20473.5098527183","20766.441208542","19329.882366129","20250.4544523726","20611.8295372504","20669.0890280344","",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24714.5849349995","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","909.731192990442","973.200976057952","1070.8828676962","1381.53518321912","1442.07364820475","1643.92421092826","1443.93548612363","1794.81874092431","1793.84103481545","1833.58368575596","1889.77900116085","1999.04674826749","2108.2103526158","2399.42735114184","1978.70903631746","2022.42298928739","2293.03407473494","2486.1715707196","3345.17951156799","2951.14025079322","2911.18300246246","3125.52208954096","2722.14803612324","3249.32682104421","2893.71783851406","2653.23528751118","3205.64056435732","2618.13584469228","2241.70848980822","2954.62436187895","2787.2516319907","2660.25701045047","2528.73290820707","2442.37607133996","2126.5641597529","2107.28512887175","1859.71173746962","1800.20965692568","2124.13231661514","2190.04476256653","2229.54719059535","2165.21414236189","2153.27979955964","2101.21078703294","2100.59965482404","2142.74280443489","2207.50819212471","2216.211695065","2216.45587333415","2251.42497100989","2338.40480117494","2419.76296705245","2479.97019218039","2589.34208962545","2642.53653823437","2666.5206436455","2650.8104561798","2592.09822481136","2517.0581600203","2478.79768797678","2371.87005345868","2284.60057844078","2226.7280301206","2224.52222769251","2252.44581168486",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","10706.1138736121","11001.1799233167","11661.3669781843","12283.4050558199","12076.3838637579","12061.174602845","12123.5607868967","12079.3328303338","12725.1737472029","13268.8738413157","13241.8250303904","13258.7548663672","13408.348864687","13966.2546711924","14266.9847337539","14787.707071717","15707.1019048412","16536.3680048053","17779.5768979534","18352.2808356399","18475.8979358642","18038.8332988171","18273.7075743186","19020.365219885","19639.6685147578","20011.6393600891","20705.890386602","21769.6494674684","22601.4070397881","23479.6891658658","24490.4167585824","25182.3027501917","25741.4764935535","26482.798671841","27064.278488711","27629.9318021201","27627.4507696074","28286.5134970139","27874.3862915016","26865.7924068692","27230.2665021865","26928.5863174443","27198.6176688705","27701.688430146","28241.4200227445","28831.8517848659","29655.9810248281","30033.9585366078","30474.3217642813","30647.226101855","26545.7859419112","28418.3448998898","29561.6224445038","29264.8170129496","",
"Georgia","GEO","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2316.3376128065","2537.97193146912","2744.29137989429","2810.74534415162","2967.58522951209","3075.40666768126","3070.06987953878","3330.96101930456","3435.05211916891","3618.32515721016","3982.38491983079","4487.79580558991","4356.33934010645","4555.55136108541","5010.37205236941",
"Ghana","GHA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","822.486076878181","849.947424230064","953.956898057747","950.447116975982","1088.13150845948","1125.26741203566","1168.3136472484","1365.36169797284","1267.16250608677","1265.68207805763","1216.26482380217","1265.20549638492","1286.37510213469","1438.4695399147","1433.65569252476","1505.49467543151","1559.76735037227","1685.71750385873","1728.42303208801",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616.221520640047","639.614285381973","605.143511574746","589.49469232712","563.13147573713","571.383430917543","602.085542665655","642.096849510521","614.53156189957","641.110697547805","668.07889858187","657.651472530489","663.632920322135","679.262747217621","679.109090432683","672.031318941672","681.172689636235","690.925480674391","703.574359981655",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585.849760359665","573.594825913691","536.922214099111","560.43456545652","591.904857682773","598.184301043207","620.450585327771","515.268408148953","523.577920620354","527.738915157276","515.503031506832","505.921007454031","495.531309091773","529.211787126469","566.635980348459","575.759625035005","555.320487015475","581.614532684784","583.067946901218","606.26289145815","588.676757823891",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570.783676236344","435.220794944249","491.319953403371","457.801195680717","482.248889216552","441.460823020702","386.124509621991","464.722298516912","452.337302109465","485.661076559888","462.843117422325","518.247311139982","460.740700905138","476.623755388448","477.632571053217","452.299408896564","438.969329924042","424.934201445811","470.024702461336","482.012347447647","502.684880435703","528.553028952127","579.356801936559","542.113447217965","578.060114171886","616.397047572286","620.681041311936","624.737753592531",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1748.16414890637","2806.62489574022","2944.4682161591","3109.36887489497","3016.43184301848","3122.66965361323","3110.10274529422","3188.74656522317","3611.56506839203","3598.57676757191","3531.26540468962","3500.84134932348","3494.34723773181","3492.39616638541","3494.91277334213","3131.13749098559","3117.50779631724","3159.95044057816","3220.41460410121","3079.94673896949",
"Greece","GRC","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","3006.35569603294","3192.13506026087","3300.05460522794","3471.66051920495","3812.38732395354","4061.14940032649","4312.99200199186","4580.56784124497","4907.46949887216","5198.02598719902","5650.76682303607","5930.66144749656","6246.16941693899","6597.03661145558","6506.82054899735","6927.66541876254","7210.20915445917","7743.69799427212","8248.66650402829","8613.62245275545","8568.23034326308","8433.6748601807","8665.95183626593","8796.35331580716","8786.07380621493","8796.74206681699","8637.83244791337","8838.42886073274","9339.73526707559","9875.10061417512","10027.1017849515","10193.7631813745","10346.1123397024","10206.7374046251","10353.2801608301","10565.0352348262","10799.9442818099","11226.293226592","11674.0051925111","12036.0345092642","12289.3853015356","12668.6672989275","13264.2042167194","13832.4334904296","14295.9364872982","14713.7466691702","15077.7159232041","15652.3866402547","16170.3693063259","15858.5469484459","14805.6627197085","13542.6217051433","12585.2686297541","12243.3408415751","12312.5765415229","12350.7222680098","12326.58990593","12659.2653516628","12906.8427862508","13151.8490378476","12199.0956837925","13062.3031333721","14213.1276588017","14507.7698059887","",
"Grenada","GRD","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14474.2013403597","15806.2896290749","16815.6746815642","17330.2992575598","17605.924036618","17693.5174781809","17822.6892849805","17688.3897197134","17646.7921294106","17507.2119331661","17415.5241619145","17597.5509387205","17686.5520827698","17926.444174397","18086.3773213645","18410.1302182195","18435.8337144667","18336.5805405422","18820.2430166658","18925.5593364834","18870.9686245811","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","1640.58079781725","1662.7759122732","1706.45192792658","1765.05083254789","1802.33866580343","1802.6173347848","1812.7026763308","1849.44238224049","1879.80299015097","1932.01870851926","1990.31081254698","2050.7817340657","2129.24847712121","2192.05926411524","2216.42066901439","2226.56018154532","2325.12780763446","2456.48706006701","2516.47879411125","2558.90457189039","2579.39159211863","2549.49846223409","2416.69771347397","2325.16120930753","2286.30283029693","2214.69130305711","2171.89186607638","2195.15237231191","2222.06284714072","2225.31672858208","2207.83231745219","2242.98298251218","2287.06193554702","2322.61216878915","2371.1450720197","2430.35260435334","2434.53979497091","2467.97407659876","2515.56658238306","2540.41001245428","2567.73480008418","2604.27975429278","2630.97734443542","2671.67791559573","2713.5830577211","2769.10274891662","2838.10204304379","2928.72860592542","2994.02124992808","2926.28913710932","2967.75862897511","3015.07339224105","3048.47069337005","3100.19831373638","3180.06775530799","3282.90136080124","3354.19984861961","3401.56507873238","3464.05437381039","3572.7883735738","3463.26014899032","3707.89715900797","3813.25989237607","3918.15535630705","4073.99802919801",
"Guam","GUM","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18232.4205079447","16846.5428212201","17585.8029713198","18326.1068620294","17741.8194396578","17816.3756335674","18305.4292604844","18408.3528662428","18220.27869782","18475.0777897557","19193.0722968637","19361.2778779365","19495.6595088526","19932.6885176314","20317.4023676579","20957.8949203815","20921.5927484881","21052.673930301","20294.9162880882","20726.4777262675","20797.7241208484","","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","8443.81838321061","8721.83642552931","9159.55517227856","9576.82237444583","9549.02719341188","9688.69524362002","10058.7648680384","10314.7460368457","10639.6984720386","10920.2661517198","10929.8342872713","10984.1028149283","11077.2735508966","11384.8721650475","11691.5540533549","12063.9971252858","12485.7486907734","12875.2190555737","13345.0234340716","13725.7023169632","14022.9683542617","14083.3935566788","14377.2843911553","14561.7993986167","14921.5440170046","15229.6408478672","15617.2051696189","16004.5243519954","16434.7578125157","17021.9430965512","17625.800594315","17973.9928710546","18290.5424959493","18626.4774509087","19114.6376812288","19610.430757553","20043.0420525738","20492.8896285521","20513.260258932","20106.9560279237","20396.9650764794","20605.3728364292","20734.2248925445","20932.5918924858","21248.5430513344","21606.4866079635","21937.811219585","22383.0607962383","22818.3647214018","23127.7590820481","21915.8406887491","23319.3997044111","23980.6563785253","","",
"Hong Kong SAR, China","HKG","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","2211.51351231095","2346.98741746519","2489.52430614883","2646.1223585346","2913.45715798164","3239.13253457696","3202.79682283306","3449.74621396513","3687.79578834362","3978.0036183611","4394.08498206361","4637.85677393083","5103.1607294665","4855.33355232563","4940.99182178217","5247.10383818155","6036.60728405828","6940.6910794846","7192.60337566451","7855.54651153838","8256.66191292203","8554.88065867094","9076.67032384716","9513.92996978143","9821.77938326959","10532.1191609756","11536.8294276924","12512.2803953356","12857.2592395589","13618.5443669056","14756.5283183096","15888.9365745511","16843.8241422416","17538.9850857939","17475.2230905042","17339.2045232942","18148.0305114751","17007.960331302","17022.3919063317","17634.9433324192","17750.6024449835","17487.2455199683","17248.9342158987","18334.7590991751","18901.7220744086","19925.511954297","21463.3872913157","21740.6060132043","21732.7417862801","22892.7352511226","24647.7231960451","25377.2435367622","26443.1734020469","27135.0583166593","28186.1564752206","28573.6669359007","29913.7920326134","31245.4073336306","30767.9404630206","27605.7058494032","29410.910108233","29025.4334096128","30227.5819457729","30073.8253190265",
"Honduras","HND","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","109.292798482898","106.255531396514","122.301629555328","159.451224519764","162.792363759324","144.70899963579","140.799993458003","139.934122684141","135.632060194029","137.526683914201","136.466862973578","137.558111833112","139.339775295495","137.89770563532","152.187544672504","148.344429919922","162.582284544791","169.460007974991","179.176306216434","204.819233550818","221.263153380665","248.070503234694","252.749698333464","270.870140629705","261.487738511287","271.536033005173","260.72473824237","263.565582594453","268.247281592283","284.178713844859","318.427666757898","384.15767983523","419.238974261901","463.746226022572","550.403948308819","689.693005655455","846.506901791142","1042.12517745067","1120.52434958302","1220.11715544159","1326.32540299268","1349.56945989036","1369.37719383794","1393.44597849198","1426.79440263977","1478.06719806147","1569.06463329481","1626.52271952821","1638.02172526216","1603.68777417001","1627.23482011511","1651.33701316649","1687.45222536011","1716.71605421828","1726.81433566868","1760.35605008156","1796.70815103225","1855.52715811601","1922.70588876177","1978.18405747189","1795.29609099775","2062.77839962876","2144.84959700096","2205.48454040546","2262.85638203248",
"Heavily indebted poor countries (HIPC)","HPC","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466.000385096429","456.759860699357","467.071985604557","479.672003113521","485.249741313843","498.528848263752","511.467079773646","510.57067168225","519.451210145119","519.455071157419","531.652086827873","545.407128430557","558.417960141422","573.352762406787","582.834998973463","591.102033592714","597.42183258951","612.659197448408","601.970422043994","606.462960623654","627.085577709581","634.30319848944","651.677587462049","656.86518478845","664.190769768641","672.463792866996","688.662136316833","671.696334980695","687.415205372338","700.263089587018","701.131130241546","700.540786423594",
"Croatia","HRV","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4541.81349580546","4690.18909357857","5271.85507104806","5208.54865999972","5077.68603746258","5357.3631456477","5863.07909205558","6417.2140518192","6708.39739218951","7014.96150765369","7327.01420623187","7420.73087387146","7795.73389858062","8038.10240887046","7329.59692519328","7233.42702540221","7330.54876665259","7188.80204242649","7119.20899281804","6996.16263158517","7106.79693521684","7411.82692393151","7771.02935658935","8139.09738229659","8555.64515038162","8186.31549709768","9148.51379020563","9838.05305995884","10149.3995716333","10741.5717376137",
"Haiti","HTI","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034.02924533112","941.278770705057","984.837403089682","922.708153913507","845.367793909827","914.542506313681","803.581239078605","933.507075879649","1055.45983691598","1070.71836351123","1086.67151676823","1167.33216923787","1332.90923868538","1312.49651106854","1298.4240532297","1299.61651746662","1259.27737124293","1270.85598996815","1265.88249557026","1282.80182398502","1267.56534917406","1365.81387499587","1260.04948882972","1289.64316517272","1283.96444445752","1336.19686965806","1316.48451923829","1355.63605314883","1411.51626433113","1462.64836689713","1502.60154009085","1468.06888083174","1391.30087604774","1391.60146177583","1366.1797120773","1351.53545162395","1267.01193032404",
"Hungary","HUN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4164.4571481259","4239.90386643055","4430.51772016455","4456.73916752679","4135.73492892417","4041.62967356329","4132.13867258049","4341.96488672997","4644.01398848583","4800.48976215885","5029.85768201443","5441.85338925046","5915.35380925045","6047.90990200679","6232.86129932566","6338.33663147708","6414.29044965394","6343.49600554635","5926.21965318524","5865.88360243279","5932.91026317797","5830.09325172025","5849.91641820581","6015.21268199269","6265.42468387464","6586.38235966999","6939.64462690535","7308.98301959678","7683.82042567074","7613.94622187315","7995.10692699031","8582.03686282104","8420.82918611522","",
"IBRD only","IBD","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1251.54539088016","1310.70904341664","1355.59321993573","1369.74387043143","1393.34473970264","1456.76794623568","1487.59911841972","1531.62595957856","1582.607296509","1665.25717721753","1760.50758375799","1865.58343513109","2003.12762590879","2099.11121487702","2132.303789953","2268.77598274318","2431.30585453635","2547.4640793841","2660.65826967901","2760.73391284638","2840.79913174314","2947.49158154743","3091.49858945345","3226.34119836563","3323.41731156435","3175.88008210338","3468.70055647533","3588.69415069273","3800.37252343781","3959.38227013676",
"IDA & IBRD total","IBT","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116.43765280212","1165.85037200999","1201.16130359053","1213.01278346955","1231.55968652597","1279.90246751158","1304.32197953314","1337.19496875824","1377.885536743","1445.5105595181","1525.41717963309","1607.68584763396","1717.3573040215","1791.45964719677","1814.47885252397","1920.20821219179","2043.76158116853","2131.03484781313","2216.28857041787","2291.82901691254","2350.6235187191","2431.04665411727","2538.57872193254","2639.66544738933","2712.19569308744","2587.06458143018","2806.58714597643","2894.68444401734","3043.32327632511","3156.32939319436",
"IDA total","IDA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724.284413289359","700.446091498246","731.458671109456","754.110453678528","757.849499039452","776.688082569849","787.495416250985","778.515447819621","792.627037813657","791.543444429042","809.415885202974","840.133116062785","890.135836534431","903.366589715247","934.429011534108","949.648305716562","955.320299116536","975.542863592226","984.87263211166","994.604013815519","1005.11797852184","1021.53142368018","1033.3644320127","1056.64972637362","1077.31525109163","1106.63085981553","1141.1766931154","1104.69933059012","1152.18927003514","1193.5422195142","1200.34602566822","1228.26558923445",
"IDA blend","IDB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","321.415672732751","337.074979348384","350.583582968142","327.344540943579","320.61898625831","320.074614958542","308.022445539031","326.639361144231","346.974474096727","357.358987168358","357.50721666414","363.520184652504","377.866768125116","378.252578592866","419.651074779093","426.087246095319","441.40236833626","459.37388419866","484.677086041037","535.018307945547","588.929207905595","671.407716913185","678.120254816212","712.624720141063","724.738383209996","716.751566745311","717.806403920457","727.27789571575","741.201029696429","757.629476433304","817.484394068204","861.782286263294","871.149450688031","906.370799115265","960.977451724977","1064.06928117553","1148.45288423342","1218.29223946054","1125.21629266894","1159.78512862881","1161.38914955523","1185.40135401011","1214.29658945001","1244.97750507858","1290.31293716671","1324.21378681367","1348.24831516667","1397.17441631853","1452.75957072601","1504.16949130582","1555.72852130272","1613.71450521643","1680.97454607929","1751.19993192339","1822.18491822482","1889.08452808832","1963.17227478231","2040.00779611304","2124.1022373389","2212.91942341128","2135.69429118373","2163.23260783198","2253.55713335175","2344.94992417129","2444.81220280054",
